,cosponsor_name,cosponsor_party,number
891,Roger Marshall,R,6227
892,Bill Foster,D,6227
893,Neal Dunn,R,6227
894,Mark Takano,D,6227
895,Clay Higgins,R,6227
896,Colleen Hanabusa,D,6227
897,Ralph Norman,R,6227
898,Debbie Lesko,R,6227
899,David Schweikert,R,6227
900,Will Hurd,R,6227
901,Mo Brooks,R,6227
902,Bill Posey,R,6227
903,Barry Loudermilk,R,6227
904,Ralph Abraham,R,6227
905,PETER DEFAZIO,D,6227
906,Bruce Westerman,R,6227
907,Matt Cartwright,D,6227
908,Salud Carbajal,D,6227
909,Troy Balderson,R,6227
910,Ken Buck,R,6217
911,Jared Polis,D,6217
912,Mike Coffman,R,6217
913,DIANA DEGETTE,D,6217
914,Ed Perlmutter,D,6217
915,Doug Lamborn,R,6217
916,Ken Buck,R,6216
917,Jared Polis,D,6216
918,Mike Coffman,R,6216
919,DIANA DEGETTE,D,6216
920,Ed Perlmutter,D,6216
921,Doug Lamborn,R,6216
922,Mike Quigley,D,6167
923,Cheri Bustos,D,6167
924,JOHN SHIMKUS,R,6167
925,Rodney Davis,R,6167
926,Daniel Lipinski,D,6167
927,BOBBY RUSH,D,6167
928,Adam Kinzinger,R,6167
929,JANICE SCHAKOWSKY,D,6167
930,Raja Krishnamoorthi,D,6167
931,Bill Foster,D,6167
932,Randy Hultgren,R,6167
933,Robin Kelly,D,6167
934,Mike Bost,R,6167
935,Darin LaHood,R,6167
936,DANNY DAVIS,D,6167
937,LUIS GUTIERREZ,D,6167
938,Bradley Schneider,D,6167
939,ROBERT BRADY,D,6160
940,Niki Tsongas,D,6059
941,RICHARD NEAL,D,6059
942,Joseph Kennedy,D,6059
943,Stephen Lynch,D,6059
944,JAMES MCGOVERN,D,6059
945,Katherine Clark,D,6059
946,MICHAEL CAPUANO,D,6059
947,William Keating,D,6059
948,John Moolenaar,R,6020
949,Bill Huizenga,R,6020
950,David Trott,R,6020
951,Debbie Dingell,D,6020
952,Paul Mitchell,R,6020
953,Tim Walberg,R,6020
954,Brenda Lawrence,D,6020
955,Jack Bergman,R,6020
956,Daniel Kildee,D,6020
957,FRED UPTON,R,6020
958,SANDER LEVIN,D,6020
959,Justin Amash,R,6020
960,Ken Buck,R,5792
961,Scott Tipton,R,5792
962,Jared Polis,D,5792
963,DIANA DEGETTE,D,5792
964,Doug Lamborn,R,5792
965,Ed Perlmutter,D,5792
966,Ken Buck,R,5791
967,Scott Tipton,R,5791
968,Jared Polis,D,5791
969,DIANA DEGETTE,D,5791
970,Doug Lamborn,R,5791
971,Ed Perlmutter,D,5791
972,Lisa Blunt Rochester,D,5787
973,Thomas Rooney,R,5787
974,Brian Mast,R,5787
975,Vicky Hartzler,R,5475
976,Billy Long,R,5475
977,Blaine Luetkemeyer,R,5475
978,WM. CLAY,D,5475
979,Emanuel Cleaver,D,5475
980,Ann Wagner,R,5475
981,Jason Smith,R,5475
982,Chris Collins,R,5412
983,JOSE SERRANO,D,5412
984,GREGORY MEEKS,D,5412
985,Kathleen Rice,D,5412
986,John Faso,R,5412
987,Sean Maloney,D,5412
988,Claudia Tenney,R,5412
989,Lee Zeldin,R,5412
990,NYDIA VELAZQUEZ,D,5412
991,Adriano Espaillat,D,5412
992,John Katko,R,5412
993,Paul Tonko,D,5412
994,Brian Higgins,D,5412
995,Thomas Suozzi,D,5412
996,ELIOT ENGEL,D,5412
997,Daniel Donovan,R,5412
998,Tom Reed,R,5412
999,Grace Meng,D,5412
1000,Elise Stefanik,R,5412
1001,Hakeem Jeffries,D,5412
1002,NITA LOWEY,D,5412
1003,Yvette Clarke,D,5412
1004,CAROLYN MALONEY,D,5412
1005,JERROLD NADLER,D,5412
1006,JOSEPH CROWLEY,D,5412
1007,Lee Zeldin,R,5395
1008,PETER KING,R,5395
1009,Kathleen Rice,D,5395
1010,GREGORY MEEKS,D,5395
1011,NYDIA VELAZQUEZ,D,5395
1012,Hakeem Jeffries,D,5395
1013,Yvette Clarke,D,5395
1014,Daniel Donovan,R,5395
1015,Adriano Espaillat,D,5395
1016,JOSE SERRANO,D,5395
1017,Sean Maloney,D,5395
1018,John Faso,R,5395
1019,Elise Stefanik,R,5395
1020,Claudia Tenney,R,5395
1021,Tom Reed,R,5395
1022,John Katko,R,5395
1023,Brian Higgins,D,5395
1024,JOSEPH CROWLEY,D,5395
1025,Paul Tonko,D,5395
1026,ELIOT ENGEL,D,5395
1027,NITA LOWEY,D,5395
1028,JERROLD NADLER,D,5395
1029,Thomas Suozzi,D,5395
1030,CAROLYN MALONEY,D,5395
1031,Grace Meng,D,5395
1032,Jacklyn Rosen,D,5205
1033,Dina Titus,D,5205
1034,Mark Amodei,R,5205
1035,ED ROYCE,R,4819
1036,BETTY MCCOLLUM,D,4819
1037,Henry Cuellar,D,4819
1038,ELIOT ENGEL,D,4819
1039,ILEANA ROS-LEHTINEN,R,4819
1040,Robin Kelly,D,4819
1041,Brenda Lawrence,D,4819
1042,Karen Bass,D,4819
1043,Steve Cohen,D,4819
1044,Daniel Donovan,R,4819
1045,Earl Carter,R,4819
1046,Madeleine Bordallo,D,4819
1047,Mike Quigley,D,4819
1048,George Holding,R,4819
1049,Mark Sanford,R,4819
1050,Chris Stewart,R,4819
1051,David Joyce,R,4819
1052,Tom Rice,R,4819
1053,Carlos Curbelo,R,4819
1054,Diane Black,R,4819
1055,Adam Kinzinger,R,4819
1056,Steve Stivers,R,4819
1057,Adriano Espaillat,D,4819
1058,Joe Wilson,R,4819
1059,KEN CALVERT,R,4819
1060,John Carter,R,4819
1061,David Cicilline,D,4819
1062,Brian Fitzpatrick,R,4819
1063,Norma Torres,D,4819
1064,Ted Poe,R,4819
1065,BRAD SHERMAN,D,4819
1066,Paul Cook,R,4819
1067,Dina Titus,D,4819
1068,Lois Frankel,D,4819
1069,Bruce Poliquin,R,4819
1070,Ted Lieu,D,4819
1071,William Keating,D,4819
1072,John Rutherford,R,4819
1073,CHRISTOPHER SMITH,R,4819
1074,Yvette Clarke,D,4819
1075,Matt Gaetz,R,4819
1076,Jody Hice,R,4431
1077,Jim Banks,R,4431
1078,Aumua Amata Radewagen,R,4431
1079,Mark Meadows,R,4431
1080,Karen Handel,R,4431
1081,Clay Higgins,R,4431
1082,Jimmy Gomez,D,4431
1083,Peter Welch,D,4431
1084,Paul Cook,R,4431
1085,Stephen Lynch,D,4431
1086,Steve Russell,R,4431
1087,Mike Coffman,R,4431
1088,Rodney Davis,R,4326
1089,BOBBY RUSH,D,4326
1090,Robin Kelly,D,4326
1091,Daniel Lipinski,D,4326
1092,LUIS GUTIERREZ,D,4326
1093,Mike Quigley,D,4326
1094,Peter Roskam,R,4326
1095,DANNY DAVIS,D,4326
1096,Raja Krishnamoorthi,D,4326
1097,JANICE SCHAKOWSKY,D,4326
1098,Bradley Schneider,D,4326
1099,Bill Foster,D,4326
1100,Mike Bost,R,4326
1101,Randy Hultgren,R,4326
1102,JOHN SHIMKUS,R,4326
1103,Adam Kinzinger,R,4326
1104,Cheri Bustos,D,4326
1105,Andy Biggs,R,4032
1106,Trent Franks,R,4032
1107,Ruben Gallego,D,4032
1108,Paul Gosar,R,4032
1109,David Schweikert,R,4032
1110,Roy Blunt,R,3749
1111,Mitch McConnell,R,3749
1112,Charles Schumer,D,3749
1113,Lynn Jenkins,R,3383
1114,Roger Marshall,R,3383
1115,Kevin Yoder,R,3383
1116,Thomas Suozzi,D,3342
1117,ED ROYCE,R,3342
1118,Peter Roskam,R,3342
1119,ELIOT ENGEL,D,3342
1120,Debbie Wasserman Schultz,D,3342
1121,Adam Kinzinger,R,3342
1122,Daniel Lipinski,D,3342
1123,Thomas Garrett,R,3342
1124,Jacklyn Rosen,D,3342
1125,Randy Weber,R,3342
1126,Vicky Hartzler,R,3342
1127,Patrick Meehan,R,3342
1128,F. SENSENBRENNER,R,3342
1129,PETER KING,R,3342
1130,Elise Stefanik,R,3342
1131,Bradley Schneider,D,3342
1132,BRAD SHERMAN,D,3342
1133,Joe Wilson,R,3342
1134,Ron DeSantis,R,3342
1135,Val Demings,D,3342
1136,Lee Zeldin,R,3342
1137,Don Bacon,R,3342
1138,ILEANA ROS-LEHTINEN,R,3342
1139,Kyrsten Sinema,D,3342
1140,Josh Gottheimer,D,3342
1141,Grace Meng,D,3342
1142,A. McEachin,D,3184
1143,Dave Brat,R,3184
1144,Robert Scott,D,3184
1145,Scott Taylor,R,3184
1146,Barbara Comstock,R,3184
1147,Donald Beyer,D,3184
1148,ROBERT GOODLATTE,R,3184
1149,H. Griffith,R,3184
1150,Robert Wittman,R,3184
1151,Gerald Connolly,D,3184
1152,Dianne Feinstein,D,3170
1153,Rob Portman,R,3170
1154,Amy Klobuchar,D,3170
1155,Richard Blumenthal,D,3170
1156,JOHN MCCAIN,R,3170
1157,Claire McCaskill,D,3170
1158,Thomas Tillis,R,3170
1159,ORRIN HATCH,R,3170
1160,Patrick Leahy,D,3170
1161,Charles Grassley,R,3170
1162,Richard Durbin,D,3170
1163,Dean Heller,R,3170
1164,Brian Schatz,D,2511
1165,John Moolenaar,R,1850
1166,Debbie Dingell,D,1850
1167,Bill Huizenga,R,1850
1168,Daniel Kildee,D,1850
1169,Jack Bergman,R,1850
1170,Paul Mitchell,R,1850
1171,Tim Walberg,R,1850
1172,SANDER LEVIN,D,1850
1173,Brenda Lawrence,D,1850
1174,David Trott,R,1850
1175,Mike Bishop,R,1850
1176,JOHN CONYERS,D,1850
1177,FRED UPTON,R,1850
1178,Ro Khanna,D,1850
1179,Joseph Kennedy,D,1733
1180,Kevin Cramer,R,1733
1181,Larry Bucshon,R,1733
1182,Joyce Beatty,D,1733
1183,Paul Tonko,D,1733
1184,Seth Moulton,D,1733
1185,Daniel Lipinski,D,1733
1186,F. SENSENBRENNER,R,1733
1187,Peter Roskam,R,1733
1188,Niki Tsongas,D,1733
1189,ZOE LOFGREN,D,1733
1190,Blaine Luetkemeyer,R,1733
1191,Kurt Schrader,D,1733
1192,SAM JOHNSON,R,1733
1193,JOHN CONYERS,D,1318
1194,Ryan Costello,R,1318
1195,DIANA DEGETTE,D,1318
1196,LUCILLE ROYBAL-ALLARD,D,1318
1197,David Cicilline,D,1318
1198,JAMES COOPER,D,1318
1199,TIM RYAN,D,1318
1200,BOBBY RUSH,D,1318
1201,Roger Marshall,R,1318
1202,Gwen Moore,D,1318
1203,LLOYD DOGGETT,D,1318
1204,Mike Coffman,R,1318
1205,C. A. Ruppersberger,D,1318
1206,Matt Cartwright,D,1318
1207,Mark Pocan,D,1318
1208,Joseph Kennedy,D,1318
1209,Denny Heck,D,1318
1210,Eric Swalwell,D,1318
1211,JOHN LEWIS,D,1318
1212,SANFORD BISHOP,D,1318
1213,Jackie Speier,D,1318
1214,EARL BLUMENAUER,D,1318
1215,Elizabeth Esty,D,1318
1216,MIKE THOMPSON,D,1318
1217,RICHARD NOLAN,D,1318
1218,David Roe,R,1318
1219,Jamie Raskin,D,1318
1220,James Himes,D,1318
1221,Jacklyn Rosen,D,1318
1222,BENNIE THOMPSON,D,1318
1223,Daniel Lipinski,D,1318
1224,Pete Aguilar,D,1318
1225,ELIOT ENGEL,D,1318
1226,Suzan DelBene,D,1318
1227,Joyce Beatty,D,1318
1228,ANNA ESHOO,D,1318
1229,Joe Courtney,D,1318
1230,Suzanne Bonamici,D,1318
1231,Timothy Walz,D,1318
1232,Stephanie Murphy,D,1318
1233,ADAM SMITH,D,1318
1234,Bradley Schneider,D,1318
1235,Scott Peters,D,1318
1236,Chellie Pingree,D,1318
1237,PETER DEFAZIO,D,1318
1238,Beto O'Rourke,D,1318
1239,Ben Lujan,D,1318
1240,Peter Welch,D,1318
1241,David Scott,D,1318
1242,Stephen Lynch,D,1318
1243,Donald Norcross,D,1318
1244,JOSE SERRANO,D,1318
1245,Brendan Boyle,D,1318
1246,RON KIND,D,1318
1247,Lisa Blunt Rochester,D,1318
1248,Seth Moulton,D,1318
1249,Doris Matsui,D,1318
1250,Susan Brooks,R,1318
1251,Leonard Lance,R,1318
1252,ALCEE HASTINGS,D,1318
1253,Tulsi Gabbard,D,1318
1254,Andre Carson,D,1318
1255,Steve Stivers,R,1318
1256,Robin Kelly,D,1318
1257,Elise Stefanik,R,1318
1258,John Katko,R,1318
1259,Jimmy Panetta,D,1318
1260,MAXINE WATERS,D,1318
1261,David Valadao,R,1318
1262,Al Green,D,1318
1263,Erik Paulsen,R,1318
1264,Daniel Donovan,R,1318
1265,Stephen Knight,R,1318
1266,MIKE DOYLE,D,1318
1267,Michelle Lujan Grisham,D,1318
1268,Alan Lowenthal,D,1318
1269,Brian Fitzpatrick,R,1318
1270,Bruce Poliquin,R,1318
1271,Jeff Denham,R,1318
1272,Gerald Connolly,D,1318
1273,Henry Johnson,D,1318
1274,Raja Krishnamoorthi,D,1318
1275,Julia Brownley,D,1318
1276,DANNY DAVIS,D,1318
1277,Patrick Meehan,R,1318
1278,CAROLYN MALONEY,D,1318
1279,Paul Tonko,D,1318
1280,JOHN CULBERSON,R,1318
1281,Debbie Dingell,D,1318
1282,Tom O'Halleran,D,1318
1283,Charles Dent,R,1318
1284,Ro Khanna,D,1318
1285,David Joyce,R,1318
1286,JOHN LARSON,D,1318
1287,Carol Shea-Porter,D,1318
1288,ELEANOR NORTON,D,1318
1289,SANDER LEVIN,D,1318
1290,JOSEPH CROWLEY,D,1318
1291,Rodney Davis,R,1318
1292,John Yarmuth,D,1318
1293,ROSA DELAURO,D,1318
1294,Chris Collins,R,1318
1295,Debbie Wasserman Schultz,D,1318
1296,Kathleen Rice,D,1318
1297,Don Bacon,R,1318
1298,Judy Chu,D,1318
1299,ADAM SCHIFF,D,1318
1300,Jeff Fortenberry,R,1318
1301,Yvette Clarke,D,1318
1302,JAMES MCGOVERN,D,1318
1303,Anthony Brown,D,1318
1304,Steve Cohen,D,1318
1305,Mike Quigley,D,1318
1306,ILEANA ROS-LEHTINEN,R,1318
1307,Joaquin Castro,D,1318
1308,Donald Payne,D,1318
1309,PETER KING,R,1318
1310,Barbara Comstock,R,1318
1311,PETER VISCLOSKY,D,1318
1312,MICHAEL CAPUANO,D,1318
1313,Emanuel Cleaver,D,1318
1314,Katherine Clark,D,1318
1315,Andy Harris,R,1318
1316,Karen Bass,D,1318
1317,Terri Sewell,D,1318
1318,Val Demings,D,1318
1319,Brenda Lawrence,D,1318
1320,Kathy Castor,D,1318
1321,Raúl Grijalva,D,1318
1322,Salud Carbajal,D,1318
1323,John Faso,R,1318
1324,Mark Amodei,R,1318
1325,Kevin Yoder,R,1318
1326,Alma Adams,D,1318
1327,EDDIE JOHNSON,D,1318
1328,Ed Perlmutter,D,1318
1329,ED ROYCE,R,1318
1330,JANICE SCHAKOWSKY,D,1318
1331,DAVID PRICE,D,1318
1332,Derek Kilmer,D,1318
1333,Bonnie Watson Coleman,D,1318
1334,Evan Jenkins,R,1318
1335,ROBERT BRADY,D,1318
1336,Robert Scott,D,1318
1337,FRED UPTON,R,1318
1338,Ruben Gallego,D,1318
1339,NYDIA VELAZQUEZ,D,1318
1340,Adriano Espaillat,D,1318
1341,David Young,R,1318
1342,Cheri Bustos,D,1318
1343,Charles Fleischmann,R,1318
1344,John Rutherford,R,1318
1345,Thomas Suozzi,D,1318
1346,KEN CALVERT,R,1318
1347,Dwight Evans,D,1318
1348,Dina Titus,D,1318
1349,Chris Stewart,R,1318
1350,Madeleine Bordallo,D,1318
1351,Kyrsten Sinema,D,1318
1352,Carlos Curbelo,R,1318
1353,Mimi Walters,R,1318
1354,Mike Bost,R,1318
1355,RODNEY FRELINGHUYSEN,R,1318
1356,Thomas MacArthur,R,1318
1357,Jerry McNerney,D,1318
1358,Lois Frankel,D,1318
1359,Norma Torres,D,1318
1360,SHEILA JACKSON LEE,D,1318
1361,Frederica Wilson,D,1318
1362,RICK LARSEN,D,1318
1363,BETTY MCCOLLUM,D,1318
1364,Linda Sánchez,D,1318
1365,GREGORY MEEKS,D,1318
1366,H. Griffith,R,1318
1367,Ruben Kihuen,D,1318
1368,Daniel Kildee,D,1318
1369,Mark DeSaulnier,D,1318
1370,Liz Cheney,R,1318
1371,Tom Reed,R,1318
1372,John Sarbanes,D,1318
1373,Darren Soto,D,1318
1374,John Delaney,D,1318
1375,Jenniffer Gonzalez-Colon,R,1318
1376,GRACE NAPOLITANO,D,1318
1377,Pramila Jayapal,D,1318
1378,ZOE LOFGREN,D,1318
1379,Joseph Morelle,D,1318
1380,GENE GREEN,D,1318
1381,Robert Latta,R,1318
1382,Tony Cárdenas,D,1318
1383,Tom Cole,R,1318
1384,Michael Burgess,R,1318
1385,Dianne Feinstein,D,1312
1386,John Cornyn,R,1312
1387,Amy Klobuchar,D,1312
1388,Bob Corker,R,1312
1389,Marco Rubio,R,1312
1390,ORRIN HATCH,R,1312
1391,Mike Crapo,R,1312
1392,Richard Blumenthal,D,1312
1393,Patrick Leahy,D,1312
1394,Christopher Coons,D,1312
1395,Thomas Tillis,R,1312
1396,Sherrod Brown,D,1312
1397,Todd Young,R,1312
1398,Richard Durbin,D,1312
1399,Claire McCaskill,D,1312
1400,John Kennedy,R,1312
1401,Catherine Cortez Masto,D,1312
1402,Chris Van Hollen,D,1312
1403,Gary Peters,D,1312
1404,Ted Cruz,R,1312
1405,Elizabeth Warren,D,1312
1406,Roger Wicker,R,1312
1407,JOHN MCCAIN,R,1312
1408,Thad Cochran,R,1312
1409,Susan Collins,R,1312
1410,Bill Cassidy,R,1312
1411,Amy Klobuchar,D,1311
1412,Charles Grassley,R,1311
1413,Dianne Feinstein,D,1311
1414,Bob Corker,R,1311
1415,Sherrod Brown,D,1311
1416,Dean Heller,R,1311
1417,Ron Wyden,D,1311
1418,Marco Rubio,R,1311
1419,Christopher Coons,D,1311
1420,ORRIN HATCH,R,1311
1421,Richard Burr,R,1311
1422,Heidi Heitkamp,D,1311
1423,Mike Crapo,R,1311
1424,Kirsten Gillibrand,D,1311
1425,Shelley Capito,R,1311
1426,Richard Blumenthal,D,1311
1427,Roger Wicker,R,1311
1428,John Thune,R,1311
1429,Mazie Hirono,D,1311
1430,Patrick Leahy,D,1311
1431,James Lankford,R,1311
1432,Catherine Cortez Masto,D,1311
1433,Thomas Tillis,R,1311
1434,Richard Durbin,D,1311
1435,Claire McCaskill,D,1311
1436,Ted Cruz,R,1311
1437,John Boozman,R,1311
1438,Al Franken,D,1311
1439,John Kennedy,R,1311
1440,Jim Inhofe,R,1311
1441,Roy Blunt,R,1311
1442,Andy Barr,R,1235
1443,Mike Kelly,R,1235
1444,Niki Tsongas,D,1235
1445,MICHAEL CAPUANO,D,1235
1446,Stephen Lynch,D,1235
1447,Katherine Clark,D,1235
1448,Seth Moulton,D,1235
1449,JAMES MCGOVERN,D,1235
1450,Daniel Lipinski,D,1235
1451,JOHN CONYERS,D,1235
1452,Robin Kelly,D,1235
1453,David Scott,D,1235
1454,Daniel Kildee,D,1235
1455,Brett Guthrie,R,1235
1456,Paul Tonko,D,1235
1457,Jackie Speier,D,1235
1458,JOSE SERRANO,D,1235
1459,Matt Cartwright,D,1235
1460,Steve Cohen,D,1235
1461,CAROLYN MALONEY,D,1235
1462,Chellie Pingree,D,1235
1463,PETER DEFAZIO,D,1235
1464,Blake Farenthold,R,1235
1465,Raúl Grijalva,D,1235
1466,Kathleen Rice,D,1235
1467,David Loebsack,D,1235
1468,MIKE DOYLE,D,1235
1469,BETTY MCCOLLUM,D,1235
1470,Doug Lamborn,R,1235
1471,Cheri Bustos,D,1235
1472,ELIOT ENGEL,D,1235
1473,Donald Beyer,D,1235
1474,Yvette Clarke,D,1235
1475,JAMES COOPER,D,1235
1476,Gerald Connolly,D,1235
1477,Ruben Gallego,D,1235
1478,Al Green,D,1235
1479,Suzanne Bonamici,D,1235
1480,JAMES LANGEVIN,D,1235
1481,Marcia Fudge,D,1235
1482,Keith Ellison,D,1235
1483,Eric Swalwell,D,1235
1484,Julia Brownley,D,1235
1485,William Keating,D,1235
1486,Brian Higgins,D,1235
1487,Albio Sires,D,1235
1488,Todd Rokita,R,1235
1489,Debbie Dingell,D,1235
1490,Joseph Kennedy,D,1235
1491,Tony Cárdenas,D,1235
1492,ROBERT BRADY,D,1235
1493,G. K. Butterfield,D,1235
1494,John Yarmuth,D,1235
1495,EDDIE JOHNSON,D,1235
1496,RON KIND,D,1235
1497,ALCEE HASTINGS,D,1235
1498,PETER KING,R,1235
1499,JOHN LARSON,D,1235
1500,ELEANOR NORTON,D,1235
1501,H. Griffith,R,1235
1502,Randy Hultgren,R,1235
1503,STENY HOYER,D,1235
1504,Scott Peters,D,1235
1505,Emanuel Cleaver,D,1235
1506,John Delaney,D,1235
1507,EARL BLUMENAUER,D,1235
1508,Darin LaHood,R,1235
1509,Stacey Plaskett,D,1235
1510,Lynn Jenkins,R,1235
1511,John Moolenaar,R,1235
1512,TIM RYAN,D,1235
1513,Frederica Wilson,D,1235
1514,David McKinley,R,1235
1515,James Himes,D,1235
1516,Peter Welch,D,1235
1517,Robert Scott,D,1235
1518,HAROLD ROGERS,R,1235
1519,Mark Amodei,R,1235
1520,JOHN LEWIS,D,1235
1521,WILLIAM PASCRELL,D,1235
1522,Ted Lieu,D,1235
1523,Ann Kuster,D,1235
1524,Elizabeth Esty,D,1235
1525,David Cicilline,D,1235
1526,Mark DeSaulnier,D,1235
1527,Madeleine Bordallo,D,1235
1528,Theodore Deutch,D,1235
1529,WM. CLAY,D,1235
1530,LUIS GUTIERREZ,D,1235
1531,JAMES CLYBURN,D,1235
1532,Joyce Beatty,D,1235
1533,JOSEPH CROWLEY,D,1235
1534,RICK LARSEN,D,1235
1535,GREGORY MEEKS,D,1235
1536,GRACE NAPOLITANO,D,1235
1537,Mark Pocan,D,1235
1538,FRANK PALLONE,D,1235
1539,Ed Perlmutter,D,1235
1540,Mike Quigley,D,1235
1541,Timothy Walz,D,1235
1542,NYDIA VELAZQUEZ,D,1235
1543,Brendan Boyle,D,1235
1544,LOUISE SLAUGHTER,D,1235
1545,NITA LOWEY,D,1235
1546,Aumua Amata Radewagen,R,1235
1547,Patrick Meehan,R,1235
1548,JOHN SHIMKUS,R,1235
1549,Eric Crawford,R,1235
1550,Linda Sánchez,D,1235
1551,Barbara Comstock,R,1235
1552,PATRICK TIBERI,R,1235
1553,Joe Courtney,D,1235
1554,Carol Shea-Porter,D,1235
1555,Sean Maloney,D,1235
1556,Peter Roskam,R,1235
1557,Erik Paulsen,R,1235
1558,JANICE SCHAKOWSKY,D,1235
1559,GENE GREEN,D,1235
1560,Ben Lujan,D,1235
1561,DIANA DEGETTE,D,1235
1562,ROSA DELAURO,D,1235
1563,Judy Chu,D,1235
1564,Cedric Richmond,D,1235
1565,JERROLD NADLER,D,1235
1566,MAXINE WATERS,D,1235
1567,Lois Frankel,D,1235
1568,Jerry McNerney,D,1235
1569,Thomas Suozzi,D,1235
1570,SUSAN DAVIS,D,1235
1571,Jared Huffman,D,1235
1572,Derek Kilmer,D,1235
1573,Denny Heck,D,1235
1574,Jared Polis,D,1235
1575,Suzan DelBene,D,1235
1576,Donald Norcross,D,1235
1577,Nanette Barragan,D,1235
1578,Terri Sewell,D,1235
1579,MIKE THOMPSON,D,1235
1580,Bradley Schneider,D,1235
1581,Pete Aguilar,D,1235
1582,Charlie Crist,D,1235
1583,ELIJAH CUMMINGS,D,1235
1584,DANNY DAVIS,D,1235
1585,John Garamendi,D,1235
1586,Josh Gottheimer,D,1235
1587,Alan Lowenthal,D,1235
1588,SANDER LEVIN,D,1235
1589,Michelle Lujan Grisham,D,1235
1590,Stephanie Murphy,D,1235
1591,Raul Ruiz,D,1235
1592,C. A. Ruppersberger,D,1235
1593,Norma Torres,D,1235
1594,Marc Veasey,D,1235
1595,PETER VISCLOSKY,D,1235
1596,ANNA ESHOO,D,1235
1597,LLOYD DOGGETT,D,1235
1598,ZOE LOFGREN,D,1235
1599,Karen Bass,D,1235
1600,Filemon Vela,D,1235
1601,Bill Foster,D,1235
1602,Jim Costa,D,1235
1603,MARCY KAPTUR,D,1235
1604,Ruben Kihuen,D,1235
1605,Thomas Rooney,R,1235
1606,Bill Posey,R,1235
1607,Ryan Costello,R,1235
1608,Steve Stivers,R,1235
1609,Dennis Ross,R,1235
1610,Gus Bilirakis,R,1235
1611,Scott Tipton,R,1235
1612,Cathy McMorris Rodgers,R,1235
1613,Claudia Tenney,R,1235
1614,J. Hill,R,1235
1615,Steve Womack,R,1235
1616,Joe Wilson,R,1235
1617,Rob Bishop,R,1235
1618,Tom Reed,R,1235
1619,GREG WALDEN,R,1235
1620,Roger Marshall,R,1235
1621,Kevin Yoder,R,1235
1622,Trey Hollingsworth,R,1235
1623,Jeff Denham,R,1235
1624,Richard Hudson,R,1235
1625,Pete Olson,R,1235
1626,CHRISTOPHER SMITH,R,1235
1627,Bill Huizenga,R,1235
1628,Donald Payne,D,1235
1629,Gwen Moore,D,1235
1630,Anthony Brown,D,1235
1631,Val Demings,D,1235
1632,SANFORD BISHOP,D,1235
1633,BOBBY RUSH,D,1235
1634,BENNIE THOMPSON,D,1235
1635,Bonnie Watson Coleman,D,1235
1636,Dwight Evans,D,1235
1637,Mike Johnson,R,1235
1638,Jackie Walorski,R,1235
1639,George Holding,R,1235
1640,Alexander Mooney,R,1235
1641,Paul Mitchell,R,1235
1642,David Joyce,R,1235
1643,Rodney Davis,R,1235
1644,Jeff Duncan,R,1235
1645,Hakeem Jeffries,D,1235
1646,Glenn Thompson,R,1235
1647,Thomas MacArthur,R,1235
1648,Daniel Donovan,R,1235
1649,RICHARD NOLAN,D,1235
1650,Bruce Westerman,R,1235
1651,Jason Smith,R,1235
1652,Bill Johnson,R,1235
1653,Andre Carson,D,1235
1654,Brenda Lawrence,D,1235
1655,Lisa Blunt Rochester,D,1235
1656,Al Lawson,D,1235
1657,Henry Johnson,D,1235
1658,Alma Adams,D,1235
1659,SHEILA JACKSON LEE,D,1235
1660,A. McEachin,D,1235
1661,Salud Carbajal,D,1235
1662,Adriano Espaillat,D,1235
1663,Vicente Gonzalez,D,1235
1664,Joaquin Castro,D,1235
1665,Henry Cuellar,D,1235
1666,LUCILLE ROYBAL-ALLARD,D,1235
1667,Darren Soto,D,1235
1668,Doris Matsui,D,1235
1669,Raja Krishnamoorthi,D,1235
1670,Ami Bera,D,1235
1671,Kathy Castor,D,1235
1672,Tulsi Gabbard,D,1235
1673,Pramila Jayapal,D,1235
1674,Grace Meng,D,1235
1675,NANCY PELOSI,D,1235
1676,DAVID PRICE,D,1235
1677,Jamie Raskin,D,1235
1678,Jacklyn Rosen,D,1235
1679,John Sarbanes,D,1235
1680,ADAM SCHIFF,D,1235
1681,Kurt Schrader,D,1235
1682,Kyrsten Sinema,D,1235
1683,ADAM SMITH,D,1235
1684,Mark Takano,D,1235
1685,Dina Titus,D,1235
1686,Juan Vargas,D,1235
1687,Debbie Wasserman Schultz,D,1235
1688,J. Correa,D,1235
1689,Colleen Hanabusa,D,1235
1690,COLLIN PETERSON,D,1235
1691,Ro Khanna,D,1235
1692,ADAM SCHIFF,D,1222
1693,Ralph Abraham,R,1222
1694,Eric Swalwell,D,1222
1695,David Loebsack,D,1222
1696,Mike Bost,R,1222
1697,Darren Soto,D,1222
1698,Mark Pocan,D,1222
1699,Cathy McMorris Rodgers,R,1222
1700,Stephanie Murphy,D,1222
1701,Daniel Webster,R,1222
1702,Markwayne Mullin,R,1222
1703,Dwight Evans,D,1222
1704,Steve Stivers,R,1222
1705,Brett Guthrie,R,1222
1706,Gerald Connolly,D,1222
1707,ELEANOR NORTON,D,1222
1708,RICHARD NOLAN,D,1222
1709,Brian Fitzpatrick,R,1222
1710,Chris Collins,R,1222
1711,NYDIA VELAZQUEZ,D,1222
1712,ILEANA ROS-LEHTINEN,R,1222
1713,PETE SESSIONS,R,1222
